0,1d5753fcb560a468eec3c8ab476806cb59335accb3ac6d454318a295411056879207becb5fa522d31b6599a28793390f48aad330f74b88e12d3331870fd77c03
1,845ae61f1ad38e680fd769e31e2a3b24386e4987396501b98f001134e208a6e7c1dc1ff8c5e804547fb671b40af00caf2ae0143c3fa5bbf8db34a1876caadfaa
2,fde443dd46733ad2249d7c3327af68f5727e966f489cff73cd0570de39e56b5dc23159ab5b5ca17cebf64e5791b554cbff28360c986ca0ccb1ae84f0fbecce80
3,868d0812362552b3620447a5eedacc706256b715340f266f064afcb8e509646db8a4e3e50b5213433378cfb02042936b999f02dc1109da5abd682631316be5e2
4,0b783aaa2bb9c9588a0467d94f10b5eef44af97ff5c8c83c3404384ae2e6d09798a5147a261ce5a066f0544182ed88bad9ab784934db168124d1d70a2ff9bb19
5,0cd2fbc0b6658fd8a4c5586a9dedcb78a50e3fba31177136986e9d9df22d857403c6a3285289764fbd615ddaa2954f87dde760fb8721a4cd000c3c30a5cce04f
6,42f2b6c4d1019377c96795ff3ee16a8e05efc08bf7187ea0a544f77197f279565d538d445e44f7bedd9c6f03d81cbcd7059bcfe4ed54229b0fcefc296cc5a076
7,3ec2053fb252cc64df1bc9bd705702d7bf0ae5284a8a70e76c671be4d3693324a3c296e6030fbe90c3f2ad01fdfec03b58c652f2e2a929e2b0f4cb61aff49766
8,0405e7c5f18e519397d865e19821478314b5497b794cb1b9908979583d67aad78222b8db3659dd8f004a53bb3e11738259064974ea76d03e8cbed84aabcfbc7a
9,a4018d3a1a9acf84bb6e399557ccca68f86a8fdd70a4b415a374c50fc61c5ac12963370faa3c06bbc688ce7a95112b919e372a04715a4e0669b28510f57aaf4e
10,cf30036012473e3fab8e4f828458ba9b2e5e3464686d2563b9357edf715081c09cb142d7cdc298b4722baf5e7edd385277bc7225d320a627de6354fb06b61b64
11,2b49358fa5ab4649d015a362ac97a2469b86d9270f439c61ba3c4e4ed9b40367a0c1c648e168daea0c63daefc463bab30cc8e8a801bde8e4d79d9535e0a5c63c
12,8bded31b4c392499235b65771dcae18cc2b81d373b2254249005de1d5f962a7be654b784fa127976f99e8037069cc7ee0e1c1a8b7164b0d9a9c2aa971ce4c2be
13,9468f44edee0c4b52fd16c7e8db99e82453c200ad1f0dfded7c8a31a81f66d33e7c79471b378d773c2e305d8bf725b8de4212a7010d31ddc4b01e4937e819d77
14,686a16971d0813ddbf3e85408a80a1c7490916950dddc646853cb2da6ba816d163ee7653cc245b91845b93d394648cd58e22116244f8ec3cef332441d3dc1322
15,68f85b9c02e1e7534035f901d7d7be746bb2962bbd349b43d29629fa61d28401ce71511b110bb09db20ada7a6d2a031cbaf55e22d838ff0d71b6540b0efa13e6
16,199f38a7fa5a2ab567b3129763b4fc5031b57072d024bf1cbf981ae1f38ff1513705f5349288ff41e1ae8f515b4b81ea8c57e7caf77f11d4edd7202d7fb652e8
17,4e01ae3251a87cadf35c076473d6e436763459c7cccfd9297f82f412e5360d43dbcb6ca5099c208d74b5d65e027550c1d25a44a0b385f05284514052782c2051
18,85d9355b47b01667687f7f3641a688f2c6dd1542256ae7e50ea7e268d4c09be78949fb3c86c352f4f6fd4a52f6677fb339ce6e1d6bc13f11c1260ef24925bb3c
19,beb9373726bb718c2d47a16c282f93204ecbf6735f322c30e166b93fe6c4086203679727c0168be4f8a0f61f93a1f7b1fdcbe567f7579529511a72e114859978
20,cef43a3fb93a87e9119e02428992f979f60041fa1ddb7bcbef179a49f4cd5c858c00dad22f25e378822cd949df78748b1f65f7ea4bff1eb64c5953757711ea59
21,98c2874deab8ef26f4f2d834d83663e7ebb26e91afa4da0b8d25aa8c8a80ecd40380a1e10af582ed377e9ae492c511d3c87ccfd382007396e99ab71ba21c79df
22,b292fe4f84ce803688817d789b357d1e103b87fb6d8faddc32dde4c1853aaf166b6ff4f394f07743328a7d4745d099958d0b460665f7aac56e8fbe224875d24c
23,15ce73765e25869e8c0f08a77b1fe0adf880b3c47fffcc3085f02a8417defe41d93903e673d652e34b3764bbb8f3ff6f0641db3487f41553680edb06396bac4f
24,87cb452b9f01d6d3f6430c3f906cddc337fb9cbd5fe537c49a1390abc35b6b546301f2888a580ff73eac9297495764124b064e10bf64b04428925df7dda24950
