0,2cffbeb34e16c62a5d8c03ad21777af6702830b711c1b8a6fcdefd2982030d6d152b2a5a0bf3b60604cd10bdb7134f29fb204e128aaa8fca27e415dc54bb58b6
1,646850692e644473c36acaa748385b0ffe55c5a55ffbc252f9bccb4bda93579fa2a613e028507b37d33e35c7853042dfc2f28bb4fb590e59930403766936c385
2,ff45125f9d5b85bd8d47dfd1d910484608da36830484a8a56c83f5e89c7de0bd6f08a27892f772e0b21cc38c001d9c70586e52bbb54f50757cb0cf4d8f11a228
3,7053e29bf9a6d5cc56905601632d4788627b15ab8339a380e471030f0c526ae32a056cd55d2b3f7184d84a4c0a37d3f6d70240520d417162ca01f6dbed1685c5
4,59c60123d066498a1564eaddd18c2ae5c24c2a392b6837bb8dfde67c6dd2b0d06c3eb95cf64618ba61bf2d7fb27519f8cc685fd24804679044d10b973a6047d8
5,60c6bb72b99ebd03df628ef78dedf256d04458686809e1b6e7bafef1b693307c1eb4d1e62c6bc3785c34b50a6efbcd677976471e0029962e0be38d043b729bac
6,8d04884bbe5d7c6915679559494b6bef8fef777bcb24f5a7eef51a8cece994b63bae1ad0c07d7e79ad9aeed3348d0b6bc89527499c8fe3bb6b9824e78598e8e3
7,6ce28ca926559c7cfe571e4059b35e913b75b7d02441b0fd989c8a443d527da5398aecc3786f910129cae8be1d05d6be08753c4d80dc2cc5f26fa913a45815c1
8,43df948a8367d3bb5bc6146d60690006868f431c177abd181dd0de481dac69dae3322fb817294692c16eac8d8b5654514fe3413f4f1ce72986acb7a382fc8286
9,ad1e3d6bf646b64c9d7e7af056db2fdcc2ccb54bead18d603c49b88ecc3632ff59aa68fd4146cc03163f85e08415bab371da586bb79611fa2e57c9b6fed30836
10,0d91a939811ee5b0cbfd1cc085bc4d61c5e2c3009ce4be7fe6df9fe3f4193afbd64c9aba09f7f35a68658788dbbd607cfe5310407e9bca43faadf81a6d5632b1
11,995922ef27ac05a9aee1cbe631527bda7a4b52a794f4f1cc9fad0cf85ece46e6deb3471281f5f237ff857e7d26be808fea1d0bf3e9dc4cbcfa59f884434e1565
12,6e5dc60169574c42472bfa1495af48357a68b89faf40e484891660f4ff8973f4ab6eda4b2722ed0a312aa45d0cb9182a14f685d4ccae0c5eae4cf78b4063c995
13,5eafd7cb903c13faa58a550317f59e36fbbe557a2b7a92d977834dbbb66264f2995375ba1e7f21ebded65ca05ede08d414015f055e3e0873aa4fea766204bff0
14,95c763b30f9da10b489f077a50a0e011f232dc6e4a7371031da9c09c0052625f38593e6c374ddfc741d2d98e6fd7dae523b712214d602d11fe5dfb1a756dc08a
15,a83ae20aeec9551aa983b04a57e8a2edf27fda5044f7bf9256834788dbc1b79464b6a54fa82624e77d9e3b65db921ea02b1e4eebbff260bd64a797c475a04613
16,5fbcaaeb94eaee653aeef01abea010b181839808ff5e6ba1a615843d1098595cbd92693251468550da4a4b5c1e21c4013d983b3de8224a4bff2d5cbeb9ed7b3e
17,bf22d6c09819944bfe806993efafc911c4ec02390821f3661c0fef46d3271c0c2b75ad39cc5275f3bf30879d4517e8b3b025e0585847fc28e2b5799dfe65b095
18,0b23b5b482962911ef428bb8a365369a167d1d305893053c05b547331e74300d9ac5a2180b646ff9a716c50dd99744e572e9c586c8cb422ad1eea139b8ed3fd6
19,574a32049fbe083ea8bf5a7c5e5fe809fc26b1559478aa31bd8331d55a8b5ce70685d4b694065f3c86007f00e5e641a28d8bb0ed28e749b93747e88bcff1cf94
20,fd6aae442ca4993080c8b2c353dcaeaa560bed2e0acb8ca9a91129fdbdf96fbd1f7ed05ff4c0fb7ac2f9c9544af506d8da61416ed575c260715618fcdaa74ce9
21,dcd5e1b85ef974b1f3afb06721ce27da66c5ba62157323337eecae7af30662997a10be28ff42b0b81d2089eb1aa786ac35c1cd706dbdac16f6db4a9b22649480
22,278b9189e8743f9eee44e886183550a58db318d54afcc3ecd2df6a53ef6519d707581e18914ace6ae025ad56d9eaed89eb3bae7287c9d98de55825c5a958d21e
23,0fef1eb36e91fffa47d37e0f9f9fc6361b4aa1ef98a709a5444983d14c8eef45b7a57ca490b883761d21d1d57e99c8c7d88632922c73ab7769ffe08041934d54
